,images,gt,preds
112,Picasso_collection/Picasso_avignon_1907.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this
113,Picasso_collection/Picasso_maisonette_1908.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style
114,Picasso_collection/Picasso_gueridon_1920.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
115,Picasso_collection/Picasso_blanquita_1917.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
116,Picasso_collection/Picasso_armchair_1917.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting
117,Picasso_collection/Picasso_Man_hat_1912.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
118,Picasso_collection/Picasso_verre_1914.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting
119,Picasso_collection/Picasso_Cheminee_1916.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style
120,Picasso_collection/Picasso_Harlequin_1915.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
121,Picasso_collection/Picasso_Guitare_journal_1913.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Fauvism. The art style of this painting is Impressionism. The art style
122,Picasso_collection/Picasso_Bathers_Forest_1908.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this
123,Picasso_collection/Picasso_nature_morte_1909.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this
124,Picasso_collection/Picasso_Kahnweiler_1910.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Geometric abstraction. The art style of this painting is Expressionism. The art style of this
125,Picasso_collection/Picasso_grenade_1911.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this
126,Picasso_collection/Picasso_Jolie_1912.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style
127,Picasso_collection/Picasso_Sculptor_and_Statue_1933.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting
128,Picasso_collection/Picasso_Bather_1928.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting
129,Picasso_collection/Picasso_Crucifixion_1930.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this
130,Picasso_collection/Picasso_Corrida_1933.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this
131,Picasso_collection/Picasso_Baiser_1931.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
132,Picasso_collection/Picasso_Jeanne_1901.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
133,Picasso_collection/Picasso_Canals_1905.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
134,Picasso_collection/Picasso_Paralelo_1900.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this
135,Picasso_collection/Picasso_Homme_1903.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
136,Picasso_collection/Picasso_Woman_1901.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
137,Picasso_collection/Picasso_Portrait_Olga_1918.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
138,Picasso_collection/Picasso_Women_Spring_1921.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ヴィンテージ. The art style of this painting is Realism. The art style
139,Picasso_collection/Picasso_Nessus_Deianira_1920.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting
140,Picasso_collection/Picasso_Pan_Pipes_1923.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this
141,Picasso_collection/Picasso_Lovers_1923.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
142,Picasso_collection/Picasso_Weeping_Woman_1937.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this
143,Picasso_collection/Picasso_Self_1901.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
144,Picasso_collection/Picasso_Jacqueline_1954.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
145,Picasso_collection/Picasso_absinthe_1903.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this
146,Picasso_collection/Picasso_untitled_1937.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this
