,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
414,414,414,Delacroix2.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
415,415,415,Delacroix3.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is ,arent arentsz, romeo
416,416,416,Delacroix4.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
417,417,417,Delacroix5.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
418,418,418,Delacroix6.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
419,419,419,Delacroix7.jpg,eugene delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
420,420,420,Delaroche1.jpg,paul delaroche,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
421,421,421,Delaroche2.jpg,paul delaroche,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
422,422,422,Delaroche3.jpg,paul delaroche,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
423,423,423,Delaunay1.jpg,robert delaunay,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso. The author,orest kiprensky, Ștefan cel Mare
424,424,424,Delaunay2.jpg,robert delaunay,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
425,425,425,Delaunay3.jpg,robert delaunay,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,ernst kirchner, ernst kandinsky
426,426,426,Delaunay4.jpg,robert delaunay,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is ́Picasso. The author of,benvenuto tisi, ́Picasso
427,427,427,Dewing1.jpg,thomas dewing,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
428,428,428,DirckHals1.jpg,dirck hals,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
429,429,429,Domenichino1.jpg,domenichino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is ,arent arentsz, romeo
430,430,430,Dossi1.jpg,dosso dossi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
431,431,431,Dossi2.jpg,dosso dossi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
432,432,432,Dou1.jpg,gerrit dou,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Jan Steen. The author of this painting is Rembrandt. The author of this painting,jan havicksz. steen, 	Jan Steen
433,433,433,Dou2.jpg,gerrit dou,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
434,434,434,Drost1.jpg,willem drost,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Rembrandt. The author of this painting is Van Gogh. The author of this,rembrandt, ́Rembrandt
435,435,435,Ducreux1.jpg,joseph ducreux,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
436,436,436,Dujardin1.jpg,karel dujardin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
437,437,437,Dujardin2.jpg,karel dujardin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
438,438,438,Durand1.jpg,asher brown durand,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Gustave Courbet. The author of this painting is Pablo Picasso. The author of,gustave courbet, 	Gustave Courbet
439,439,439,Durand2.jpg,asher brown durand,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Thomas Cole. The author of this painting is Vincent van Gogh. The author of this painting,william turner, 	Thomas Cole
440,440,440,Durer1.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Dürer. The author of this painting is Picasso. The author of this painting is,albrecht durer, 	Dürer
441,441,441,Durer10.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
442,442,442,Durer11.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
443,443,443,Durer12.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Raphael. The author of this painting is Van Gogh. The author of this painting,andrea del sarto, 	Raphael
444,444,444,Durer2.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Dürer. The author of this painting is Van Gogh. The author of this painting,albrecht durer, 	Dürer
445,445,445,Durer3.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Dürer. The author of this painting is Van Gogh. The author of this painting,albrecht durer, 	Dürer
446,446,446,Durer4.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
447,447,447,Durer5.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
448,448,448,Durer6.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rubens. The author of this painting is Van Gogh. The author of this painting is,peter paul rubens, 	Rubens
449,449,449,Durer7.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Heller. The author of this painting is Picasso. The author of this painting is,jacob ernst thomann von hagelstein, ernst Heller
450,450,450,Durer8.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
451,451,451,Durer9.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
452,452,452,Eakins1.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
453,453,453,Eakins10.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
454,454,454,Eakins11.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
455,455,455,Eakins12.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
456,456,456,Eakins2.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
457,457,457,Eakins3.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
458,458,458,Eakins4.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
459,459,459,Eakins5.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
460,460,460,Eakins6.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
461,461,461,Eakins7.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
462,462,462,Eakins8.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
463,463,463,Eakins9.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
464,464,464,Earl1.jpg,ralph earl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Mrs. John Quincy Adams. The author of this painting is John Singer Sargent.,arent arentsz,  Mrs
465,465,465,Earl2.jpg,ralph earl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Andrew Jackson. The author of this painting is Pablo Picasso. The author of this painting is,arent arentsz, 	Andrew Jackson
466,466,466,ElGreco1.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
467,467,467,ElGreco10.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernesto bazur. The author of this painting is Pablo Picasso. The author of this,jacob ernst thomann von hagelstein, ernesto bazur
468,468,468,ElGreco11.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻEl Greco. The author of this painting is Picasso. The author of this painting,el greco, ʻEl Greco
469,469,469,ElGreco12.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
470,470,470,ElGreco2.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
471,471,471,ElGreco3.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is erme. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, erme
472,472,472,ElGreco4.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	El Greco. The author of this painting is Picasso. The author of this painting is,el greco, 	El Greco
473,473,473,ElGreco5.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
474,474,474,ElGreco6.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	El Greco. The author of this painting is Picasso. The author of this painting is,el greco, 	El Greco
475,475,475,ElGreco7.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and romeo. The author of this painting is Picasso. The author of this,ralph earl, romeo and romeo
476,476,476,ElGreco8.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
477,477,477,ElGreco9.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and romeo. The author of this painting is Picasso. The author of this,ralph earl, romeo and romeo
478,478,478,Elinga1.jpg,pieter janssens elinga,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ̶̶̶̶̶̶̶̶̶̶,jan griffier, ̶̶̶̶̶̶̶̶̶̶
479,479,479,Empoli1.jpg,jacopo da empoli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Pablo Picasso. The author of,hubert goltzius, ernst Haeckel
480,480,480,Eworth1.jpg,hans eworth ,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Elizabeth I. The author of this painting is Van Gogh. The author of this painting is,hans holbein, 	Elizabeth I
481,481,481,Fabritius1.jpg,carel fabritius,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
482,482,482,Faccini1.jpg,pietro faccini,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
483,483,483,Fendi1.jpg,peter fendi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
484,484,484,FerdinandVoet1.jpg,jacob ferdinand voet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPiero di Cosimoʼ. The author of this painting is Picasso.<|endofchunk|>,alessandro allori, ʻPiero di Cosimoʼ
485,485,485,Ferenczy1.jpg,karoly ferenczy,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
486,486,486,Fetti1.jpg,domenico fetti,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso. The author,orest kiprensky, Ștefan cel Mare
487,487,487,Fetti2.jpg,domenico fetti,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
488,488,488,Fetti3.jpg,domenico fetti,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
489,489,489,Flinck1.jpg,govert flinck,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻSelf-Portraitʼ. The author of this painting is Picasso. The author,ralph earl, ʻSelf-Portraitʼ
490,490,490,Forte1.jpg,luca forte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Bătrân. The author of this painting is Pablo Picasso.,orest kiprensky, Ștefan cel Bătrân
491,491,491,Fragonard1.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
492,492,492,Fragonard2.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
493,493,493,Fragonard3.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
494,494,494,Fragonard4.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
495,495,495,Fragonard5.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
496,496,496,Fragonard6.jpg,jean-honore fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is erme. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, erme
497,497,497,Franceschini1.jpg,marcantonio franceschini,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
498,498,498,FranckenYounger1.jpg,frans francken the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
499,499,499,FranckenYounger2.jpg,frans francken the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
500,500,500,FranzMarc1.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
501,501,501,FranzMarc2.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
502,502,502,FranzMarc3.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,ernst kirchner, ernst kandinsky
503,503,503,FranzMarc4.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
504,504,504,FranzMarc5.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,ernst kirchner, ernst kandinsky
505,505,505,Frieseke1.jpg,frederick carl frieseke,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
506,506,506,Frieseke2.jpg,frederick carl frieseke,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
507,507,507,Frieseke3.jpg,frederick carl frieseke,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
508,508,508,Fyt1.jpg,jan fyt,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
509,509,509,Gainsborough1.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
510,510,510,Gainsborough10.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Picasso. The author of this painting,arent arentsz, ernest Hemingway
511,511,511,Gainsborough2.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	J. M. W. Turner. The author of this painting is Pablo Picasso.<|endofchunk|>,arent arentsz, 	J
512,512,512,Gainsborough3.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Ștefan cel,orest kiprensky, Ștefan cel Mare
513,513,513,Gainsborough4.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Sir Joshua Reynolds. The author of this painting is Van Gogh. The author of this painting,sir joshua reynolds, 	Sir Joshua Reynolds
514,514,514,Gainsborough5.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	J. M. W. Turner. The author of this painting is Pablo Picasso.<|endofchunk|>,arent arentsz, 	J
515,515,515,Gainsborough6.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	John Constable. The author of this painting is Van Gogh. The author of this painting,john constable, 	John Constable
516,516,516,Gainsborough7.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
517,517,517,Gainsborough8.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Picasso. The author of this painting,arent arentsz, ernest Hemingway
518,518,518,Gainsborough9.jpg,thomas gainsborough,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
519,519,519,Garbieri1.jpg,lorenzo garbieri,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
520,520,520,Gargiulo1.jpg,domenico gargiulo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
521,521,521,Garzoni1.jpg,giovanna garzoni,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
522,522,522,Gauguin10.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
523,523,523,Gauguin12.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPapua New Guinean Girlʼ. The author of this painting is Pic,isidre nonell, ʻPapua New Guinean Girlʼ
524,524,524,Gauguin13.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso. The author,orest kiprensky, Ștefan cel Mare
525,525,525,Gauguin14.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
526,526,526,Gauguin15.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
527,527,527,Gauguin16.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
